Date,Time,pH,NTU,Temperature(C)
20/04/2025,20:36:42,7.52,210,31.87
20/04/2025,20:36:44,7.51,210,31.87
20/04/2025,20:36:46,7.52,210,31.87
20/04/2025,20:36:47,7.51,210,31.87
20/04/2025,20:36:49,7.51,220,31.87
20/04/2025,20:36:50,7.52,220,31.87
20/04/2025,20:36:52,7.52,230,31.87
20/04/2025,20:36:54,7.52,230,31.87
20/04/2025,20:36:55,7.51,230,31.87
20/04/2025,20:36:57,7.51,220,31.87
20/04/2025,20:36:59,7.51,220,31.87
20/04/2025,20:37:00,7.51,220,31.87
20/04/2025,20:37:02,7.51,210,31.87
20/04/2025,20:37:03,7.52,210,31.87
20/04/2025,20:37:05,7.51,220,31.87
20/04/2025,20:37:07,7.51,230,31.87
20/04/2025,20:37:08,7.51,230,31.87
20/04/2025,20:37:10,7.52,230,31.87
20/04/2025,20:37:11,7.51,230,31.87
20/04/2025,20:37:13,7.51,220,31.87
20/04/2025,20:37:15,7.51,220,31.87
20/04/2025,20:37:16,7.52,220,31.87
20/04/2025,20:37:18,7.51,230,31.87
20/04/2025,20:37:19,7.52,230,31.81
20/04/2025,20:37:21,7.52,230,31.81
20/04/2025,20:37:23,7.51,220,31.81
20/04/2025,20:37:24,7.52,220,31.81
20/04/2025,20:37:26,7.51,220,31.87
20/04/2025,20:37:28,7.51,210,31.87
20/04/2025,20:37:29,7.51,210,31.87
20/04/2025,20:37:31,7.51,220,31.81
20/04/2025,20:37:32,7.51,230,31.87
20/04/2025,20:37:34,7.51,230,31.81
20/04/2025,20:37:36,7.51,230,31.87
20/04/2025,20:37:37,7.51,220,31.81
20/04/2025,20:37:39,7.51,220,31.81
20/04/2025,20:37:40,7.51,220,31.81
20/04/2025,20:37:42,7.51,220,31.81
20/04/2025,20:37:44,7.51,210,31.81
20/04/2025,20:37:45,7.52,220,31.81
20/04/2025,20:37:47,7.51,240,31.81
20/04/2025,20:37:48,7.51,230,31.81
20/04/2025,20:37:50,7.51,230,31.81
20/04/2025,20:37:52,7.51,220,31.81
20/04/2025,20:37:53,7.51,220,31.81
20/04/2025,20:37:55,7.51,220,31.81
20/04/2025,20:37:57,7.51,220,31.81
20/04/2025,20:37:58,7.52,230,31.75
20/04/2025,20:38:00,7.52,230,31.81
20/04/2025,20:38:01,7.52,220,31.81
20/04/2025,20:38:03,7.51,220,31.81
20/04/2025,20:38:05,7.52,220,31.81
20/04/2025,20:38:06,7.51,220,31.81
20/04/2025,20:38:08,7.52,220,31.81
20/04/2025,20:38:09,7.51,230,31.81
20/04/2025,20:38:11,7.51,230,31.81
20/04/2025,20:38:13,7.52,220,31.81
20/04/2025,20:38:14,7.51,210,31.75
20/04/2025,20:38:16,7.52,210,31.81
20/04/2025,20:38:18,7.52,220,31.81
20/04/2025,20:38:19,7.52,220,31.81
20/04/2025,20:38:21,7.52,220,31.75
20/04/2025,20:38:22,7.52,220,31.81
20/04/2025,20:38:24,7.52,220,31.81
20/04/2025,20:38:26,7.52,220,31.81
20/04/2025,20:38:27,7.52,230,31.81
20/04/2025,20:38:29,7.52,220,31.81
20/04/2025,20:38:30,7.52,220,31.75
20/04/2025,20:38:32,7.52,220,31.75
20/04/2025,20:38:34,7.52,220,31.75
20/04/2025,20:38:35,7.52,220,31.81
20/04/2025,20:38:37,7.52,220,31.81
20/04/2025,20:38:38,7.52,220,31.81
20/04/2025,20:38:40,7.52,220,31.81
20/04/2025,20:38:42,7.52,220,31.81
20/04/2025,20:38:43,7.52,230,31.81
20/04/2025,20:38:45,7.53,210,31.75
20/04/2025,20:38:47,7.52,210,31.75
20/04/2025,20:38:48,7.52,210,31.75
20/04/2025,20:38:50,7.53,210,31.81
